Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,8.797121047973633,0.060125380754470825,7.196229457855225,0.31170886754989624
1,5.111379146575928,0.6013488173484802,4.588791847229004,0.6831487417221069
2,3.8229758739471436,0.7719414830207825,3.7419164180755615,0.7571202516555786
3,3.1933515071868896,0.8378609418869019,3.2510828971862793,0.7954905033111572
4,2.7678983211517334,0.8560979962348938,2.829258441925049,0.826344907283783
5,2.4187569618225098,0.9000759720802307,2.5483226776123047,0.8386076092720032
6,2.1393496990203857,0.9139437675476074,2.2845513820648193,0.859968364238739
7,1.939810872077942,0.937309980392456,2.112502336502075,0.871835470199585
8,1.7849887609481812,0.9381648898124695,1.9785122871398926,0.871835470199585
9,1.6259113550186157,0.9559270143508911,1.8989574909210205,0.8528481125831604
10,1.4811424016952515,0.9620060920715332,1.7474521398544312,0.876186728477478
11,1.3719290494918823,0.970079779624939,1.718787431716919,0.8662974834442139
12,1.2695034742355347,0.9839475750923157,1.568578839302063,0.8825158476829529
13,1.1875696182250977,0.9839475750923157,1.5343255996704102,0.8797468543052673
14,1.1261522769927979,0.9892667531967163,1.4566495418548584,0.8872626423835754
15,1.0625649690628052,0.9880319237709045,1.4019110202789307,0.8860759735107422
16,1.0027164220809937,0.9906914830207825,1.3579784631729126,0.891218364238739
17,0.9445266723632812,0.9933510422706604,1.323486089706421,0.8856803774833679
18,0.9106245040893555,0.9945858716964722,1.358302116394043,0.8702531456947327
19,0.8607599139213562,0.9946808218955994,1.2716344594955444,0.8821202516555786
