Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,282.9388732910156,0.02745060808956623,256.56829833984375,0.08188290894031525
1,177.04843139648438,0.5132978558540344,149.53004455566406,0.6273733973503113
2,123.01496887207031,0.7475304007530212,120.92028045654297,0.7405063509941101
3,102.37086486816406,0.8173442482948303,105.11629486083984,0.7551423907279968
4,88.07728576660156,0.8592325448989868,90.70623016357422,0.8097310066223145
5,76.56250762939453,0.8945668935775757,80.78834533691406,0.840585470199585
6,68.40161895751953,0.9166982769966125,73.18290710449219,0.8512658476829529
7,61.55029296875,0.936170220375061,67.72450256347656,0.8643196225166321
8,55.946781158447266,0.9467135667800903,62.99103927612305,0.8674841523170471
9,50.996585845947266,0.9645706415176392,58.40550994873047,0.8702531456947327
10,47.26802062988281,0.9692248702049255,54.85565948486328,0.8726266026496887
11,43.45680618286133,0.9779635667800903,53.78927230834961,0.8659018874168396
12,40.597572326660156,0.9846124649047852,51.70958709716797,0.8607594966888428
13,37.838130950927734,0.9852773547172546,48.19717788696289,0.8785601258277893
14,35.47528076171875,0.9893617033958435,46.72831726074219,0.8682753443717957
15,33.30215835571289,0.9926861524581909,45.607173919677734,0.8742088675498962
16,31.872262954711914,0.9920212626457214,45.21712875366211,0.8639240264892578
17,29.859848022460938,0.9960106611251831,42.471275329589844,0.8884493708610535
18,28.266645431518555,0.9980053305625916,41.327152252197266,0.8825158476829529
19,26.9428653717041,0.9980053305625916,41.12007141113281,0.8860759735107422
