Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,151.88934326171875,0.04169832915067673,116.1768569946289,0.1780063360929489
1,59.27277755737305,0.5974543690681458,36.89259338378906,0.6882911324501038
2,29.006088256835938,0.7848594188690186,26.54770851135254,0.7666139006614685
3,19.670562744140625,0.8446998596191406,21.07647705078125,0.8105221390724182
4,15.745157241821289,0.8731953501701355,19.28769302368164,0.826344907283783
5,12.499959945678711,0.9020706415176392,16.518877029418945,0.8488923907279968
6,9.582465171813965,0.9284764528274536,14.951321601867676,0.8678797483444214
7,7.828939437866211,0.9413943886756897,14.155004501342773,0.8682753443717957
8,6.50443696975708,0.9520326852798462,14.303810119628906,0.8639240264892578
9,5.4319610595703125,0.9639057517051697,13.396539688110352,0.8805379867553711
10,4.717825889587402,0.9673252701759338,14.817340850830078,0.8694620132446289
11,3.6327157020568848,0.9786284565925598,15.468536376953125,0.8655063509941101
12,3.617595911026001,0.9807180762290955,12.84149169921875,0.8892405033111572
13,2.432199716567993,0.990026593208313,13.747174263000488,0.8801423907279968
14,1.9814395904541016,0.989836573600769,13.749641418457031,0.890031635761261
15,1.8899171352386475,0.991356372833252,14.32848072052002,0.8864715099334717
16,1.580293893814087,0.9966755509376526,14.045598983764648,0.8852847814559937
17,1.1791077852249146,0.9966755509376526,16.920949935913086,0.8722310066223145
18,1.1674137115478516,0.9980053305625916,14.605000495910645,0.8856803774833679
19,0.9319816827774048,0.9973404407501221,14.196244239807129,0.8908227682113647
