Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,8.790811538696289,0.06468465179204941,7.331081867218018,0.2725474536418915
1,5.136185646057129,0.6170212626457214,4.524521350860596,0.688686728477478
2,3.7909817695617676,0.7761208415031433,3.7287092208862305,0.765031635761261
3,3.1509273052215576,0.8452697992324829,3.2226452827453613,0.7915347814559937
4,2.7323033809661865,0.876139760017395,2.7949671745300293,0.8247626423835754
5,2.383277177810669,0.9056800603866577,2.4813575744628906,0.8540347814559937
6,2.1135144233703613,0.921922504901886,2.2627909183502197,0.8623417615890503
7,1.907792329788208,0.9393997192382812,2.085068941116333,0.873813271522522
8,1.7422255277633667,0.9468085169792175,2.0015757083892822,0.8583860993385315
9,1.5893958806991577,0.9573518633842468,1.8217966556549072,0.8710442781448364
10,1.4701213836669922,0.9634308218955994,1.7776398658752441,0.8607594966888428
11,1.3756191730499268,0.9713146090507507,1.6955105066299438,0.8583860993385315
12,1.2667672634124756,0.980053186416626,1.5351097583770752,0.8892405033111572
13,1.1872981786727905,0.9846124649047852,1.5205070972442627,0.875
14,1.109572172164917,0.988696813583374,1.476586103439331,0.871835470199585
15,1.0496710538864136,0.9872720837593079,1.4321588277816772,0.876186728477478
16,0.9842659831047058,0.9946808218955994,1.367516040802002,0.8864715099334717
17,0.9314298629760742,0.9980053305625916,1.3056763410568237,0.8844936490058899
18,0.9048880934715271,0.9933510422706604,1.2769852876663208,0.8880537748336792
19,0.8550111651420593,0.9966755509376526,1.2391966581344604,0.8928006291389465
