Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.9997659921646118,0.00740881497040391,0.9994682669639587,0.03560126572847366
1,0.9970651865005493,0.08805091679096222,0.991745114326477,0.22389240562915802
2,0.9812328219413757,0.3598974049091339,0.9745326042175293,0.41969937086105347
3,0.9633573293685913,0.4663753807544708,0.9586337208747864,0.4810126721858978
4,0.9307749271392822,0.681800901889801,0.9229307770729065,0.7112341523170471
5,0.8939738869667053,0.8121200799942017,0.8922595977783203,0.7935126423835754
6,0.863957405090332,0.8579027652740479,0.8683915138244629,0.8057753443717957
7,0.8369980454444885,0.8831687569618225,0.8486101031303406,0.8022152185440063
8,0.813953161239624,0.8885828256607056,0.8198515772819519,0.8350474834442139
9,0.787532389163971,0.9100493788719177,0.8047161102294922,0.8227847814559937
10,0.7615169882774353,0.9191679358482361,0.779036819934845,0.842563271522522
11,0.7367212772369385,0.9338905811309814,0.7591283321380615,0.8484968543052673
12,0.7165566086769104,0.9358852505683899,0.7492339015007019,0.8247626423835754
13,0.699241042137146,0.9295212626457214,0.725970983505249,0.844936728477478
14,0.675941526889801,0.9412993788719177,0.7013166546821594,0.8702531456947327
15,0.6595750451087952,0.9419642686843872,0.6921525001525879,0.8540347814559937
16,0.6416662931442261,0.9440539479255676,0.6700780391693115,0.8730221390724182
17,0.6240258812904358,0.9514627456665039,0.6621504426002502,0.8607594966888428
18,0.6094709634780884,0.9513677954673767,0.642150342464447,0.8734177350997925
19,0.5893256664276123,0.9579216837882996,0.6344178318977356,0.8674841523170471
