Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,222.69032287597656,0.002659574383869767,205.21058654785156,0.01068037934601307
1,172.0682830810547,0.06098024547100067,125.93814086914062,0.13330696523189545
2,110.17754364013672,0.20279255509376526,106.2724380493164,0.17602847516536713
3,95.45008087158203,0.2204597294330597,98.88545227050781,0.18156646192073822
4,87.50597381591797,0.24126140773296356,92.83302307128906,0.19343353807926178
5,83.78141784667969,0.2618730962276459,89.709716796875,0.2021360695362091
6,80.06441497802734,0.25854864716529846,87.13622283935547,0.21400316059589386
7,76.18762969970703,0.2816299498081207,85.9441909790039,0.2060917764902115
8,74.23654174804688,0.2929331362247467,86.16700744628906,0.21202531456947327
9,71.92599487304688,0.30841565132141113,88.06482696533203,0.21044303476810455
10,69.50540924072266,0.31496959924697876,86.639404296875,0.2132120281457901
11,67.42138671875,0.3327317535877228,85.79906463623047,0.22151899337768555
12,65.25585174560547,0.357237845659256,86.21794891357422,0.23457278311252594
13,63.35847473144531,0.3689209520816803,85.02252960205078,0.2207278460264206
14,63.61748504638672,0.3683510720729828,87.93985748291016,0.20371834933757782
15,61.97205352783203,0.3822188377380371,85.41482543945312,0.21439872682094574
16,58.11553192138672,0.4179331064224243,86.86518096923828,0.2147943079471588
17,57.08976745605469,0.42382219433784485,86.92779541015625,0.22547468543052673
18,56.702796936035156,0.4263867735862732,87.56031036376953,0.2203322798013687
19,54.50448989868164,0.4375,87.8819580078125,0.22943037748336792
