Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.9944123029708862,0.2725657522678375,0.9883740544319153,0.5435126423835754
1,0.9700437784194946,0.8190520405769348,0.9667469263076782,0.8670886158943176
2,0.9475330710411072,0.8949671387672424,0.9461090564727783,0.8884493708610535
3,0.9232903122901917,0.9186211824417114,0.9227215647697449,0.9007120132446289
4,0.8978044986724854,0.9292599558830261,0.8949378132820129,0.9375
5,0.8724101781845093,0.9312145113945007,0.8705496191978455,0.9264240264892578
6,0.8449065089225769,0.944074273109436,0.8443799614906311,0.9307753443717957
7,0.8187448382377625,0.9500710964202881,0.8182601928710938,0.9378955960273743
8,0.7934392690658569,0.9538246393203735,0.7910444736480713,0.9509493708610535
9,0.7695742845535278,0.956112265586853,0.7707564830780029,0.938686728477478
10,0.7459506392478943,0.9579335451126099,0.74578458070755,0.9465981125831604
11,0.7256352305412292,0.9556458592414856,0.7298861742019653,0.934335470199585
12,0.7040141820907593,0.9582889080047607,0.7024027705192566,0.9541139006614685
13,0.6815122961997986,0.9647521376609802,0.690372884273529,0.9323576092720032
14,0.6640203595161438,0.9628864526748657,0.6712818741798401,0.9355221390724182
15,0.6431559920310974,0.9690609574317932,0.648293673992157,0.9489715099334717
16,0.6273162961006165,0.9677505493164062,0.6338116526603699,0.9462025165557861
17,0.6089312434196472,0.9709932804107666,0.6152166724205017,0.9517405033111572
18,0.5951929688453674,0.968461275100708,0.6040540337562561,0.9438291192054749
19,0.5790409445762634,0.9710820913314819,0.5889727473258972,0.9469936490058899
