Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,61.42903137207031,0.642524003982544,11.679308891296387,0.8785601258277893
1,9.795354843139648,0.9175328612327576,6.240492820739746,0.9394778609275818
2,6.774196147918701,0.9452069997787476,5.4467291831970215,0.9422468543052673
3,5.29877233505249,0.958888590335846,5.514981269836426,0.9454113841056824
4,4.373893737792969,0.9669509530067444,4.871087551116943,0.9485759735107422
5,3.5619618892669678,0.9733253717422485,4.760846138000488,0.953718364238739
6,2.960747241973877,0.9788557291030884,5.037113666534424,0.951344907283783
7,2.6518421173095703,0.9836087226867676,4.738614559173584,0.956882894039154
8,2.128375768661499,0.9868070483207703,5.01171875,0.9564873576164246
9,1.9240981340408325,0.9895389080047607,5.76918363571167,0.9465981125831604
10,1.7730554342269897,0.9904495477676392,5.458553314208984,0.9485759735107422
11,1.459228754043579,0.9921375513076782,5.148044586181641,0.9521360993385315
12,1.4034990072250366,0.9942697286605835,5.313694477081299,0.9541139006614685
13,1.2111058235168457,0.995402455329895,6.4250407218933105,0.9442246556282043
14,1.0558595657348633,0.9956689476966858,5.150503635406494,0.956882894039154
15,0.9817081093788147,0.996135413646698,6.843739986419678,0.9465981125831604
16,1.0807102918624878,0.9964019060134888,5.345009803771973,0.9556962251663208
17,1.0372313261032104,0.9961798191070557,4.57682466506958,0.9683544039726257
18,0.6349731087684631,0.9981343150138855,6.936992168426514,0.9533227682113647
19,0.9329960346221924,0.9975346326828003,7.287062168121338,0.9517405033111572
