Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.9921218156814575,0.38530561327934265,0.9880667328834534,0.5316455960273743
1,0.9711217880249023,0.7874245047569275,0.9660091996192932,0.886867105960846
2,0.9472895860671997,0.9006974101066589,0.9455775022506714,0.8995253443717957
3,0.9228092432022095,0.9223968982696533,0.9209802150726318,0.9204905033111572
4,0.8978429436683655,0.9290600419044495,0.8948258757591248,0.9367088675498962
5,0.870578944683075,0.9427416920661926,0.8728715181350708,0.9109968543052673
6,0.8445183634757996,0.9474058747291565,0.8461098074913025,0.9240506291389465
7,0.8185610175132751,0.950137734413147,0.8186002373695374,0.9390822649002075
8,0.794070303440094,0.9513814449310303,0.7945868968963623,0.9375
9,0.7697902321815491,0.9546908140182495,0.7739037871360779,0.9303797483444214
10,0.7455048561096191,0.9594882726669312,0.7479758858680725,0.9426423907279968
11,0.7226118445396423,0.9638859033584595,0.7268893718719482,0.9410601258277893
12,0.7011504173278809,0.9652185440063477,0.7043851017951965,0.9473892450332642
13,0.6811272501945496,0.9662402272224426,0.6841207146644592,0.9485759735107422
14,0.6635393500328064,0.9633084535598755,0.6687822937965393,0.9422468543052673
15,0.6450925469398499,0.965329647064209,0.6478784084320068,0.9481803774833679
16,0.6256306767463684,0.9700826406478882,0.6326924562454224,0.9485759735107422
17,0.6102717518806458,0.9683279991149902,0.6155437231063843,0.9505537748336792
18,0.5950995683670044,0.9692164063453674,0.6006515622138977,0.9505537748336792
19,0.580350399017334,0.9692830443382263,0.5880852937698364,0.9481803774833679
